username,timestamp,content,replies,retweets,likes,mentions,hashtags,permalink,source_tag
BusinessTimesIn,2026-01-07T09:25:29.000Z,"Sensex Today | Nifty Slips Below 26,100; Banks Drag Frontline pressure persists Nifty 50 at 26,088 ▼0.34% Bank Nifty ▼0.42% weighs on sentiment Midcap ▲0.30% | Smallcap ▲0.29% outperform #Sensex #Nifty50 #BankNifty #StockMarketIndia",1,0,0,[],['#sensex' '#nifty50' '#banknifty' '#stockmarketindia'],/BusinessTimesIn/status/2008832352982802946,#nifty50
BusinessTimesIn,2026-01-07T09:23:10.000Z,Sensex Today | Nifty & Other Indices This Afternoon Mixed trend across indices Nifty 50 ▼0.34% | Bank Nifty ▼0.42% Midcap ▲0.30% | Smallcap ▲0.29% Next 50 ▼0.10% Broader market shows resilience despite frontline pressure #Sensex #Nifty50 #StockMarketIndia,1,0,0,[],['#sensex' '#nifty50' '#stockmarketindia'],/BusinessTimesIn/status/2008831768208826828,#nifty50
not_so_sensible,2026-01-07T09:19:01.000Z,Big breaking USA is planning to blacklist one reliance backed oil refinery in iran. If this news confirms it will directly impacts reliance share. #ril #usa #nifty50 #StockMarket,0,0,0,[],['#ril' '#usa' '#nifty50' '#stockmarket'],/not_so_sensible/status/2008830722359038373,#nifty50
profiitmantra,2026-01-07T09:15:32.000Z,Nifty 50 #nifty50 #trading,0,0,0,[],['#nifty50' '#trading'],/profiitmantra/status/2008829847607603580,#nifty50
share_market12,2026-01-07T09:14:53.000Z,IRCTC 700 CE 6/6.50 TARGET 11/17/24++++ #Nifty50 #StockMarket #Option #Niftybank #Sensex #expiry #Trading #OptionTrading #optionsbuying #Optionselling #Stockmarkets #banknifty #Sharemarket,0,1,2,[],"['#nifty50' '#stockmarket' '#option' '#niftybank' '#sensex' '#expiry'
 '#trading' '#optiontrading' '#optionsbuying' '#optionselling'
 '#stockmarkets' '#banknifty' '#sharemarket']",/share_market12/status/2008829681731305649,#nifty50
BOR_Magazine,2026-01-07T09:14:14.000Z,"Stock markets opened lower on Wednesday, January 7, 2026, with both the Sensex and Nifty 50 struggling after ........ To read more info, check out this link: https:// buff.ly/EafbuLZ . #stockmarket #sensex #nifty50 #UStariff #oilstock #bsense #performance",0,0,0,[],"['#stockmarket' '#sensex' '#nifty50' '#ustariff' '#oilstock' '#bsense'
 '#performance']",/BOR_Magazine/status/2008829518203470205,#nifty50
imSagarAchari,2026-01-07T08:55:28.000Z,"To be net profitable in trading U have to follow: 1 Setup, 1 index or 2-3 stock charts & most important is DISCIPLINE U should only trade max 2-3 trades U CAN NEVER MAKE MONEY BY TRADING SO MANY THINGS. Mark my words #Nifty50 #niftyOptions #optionsTrading #optionbuying",0,2,4,[],['#nifty50' '#niftyoptions' '#optionstrading' '#optionbuying'],/imSagarAchari/status/2008824796419949041,#nifty50
SandeepBantwan,2026-01-07T08:50:28.000Z,26000CE Nifty 175 May Go 230/280/350 Invalidates Below 150 Not an Advice #niftyOptions #Nifty50,0,0,1,[],['#niftyoptions' '#nifty50'],/SandeepBantwan/status/2008823539370246396,#nifty50
bindra_ashok,2026-01-07T08:47:11.000Z,"#Nifty , #Nifty50, #Sharemarket , #Banknifty , #Niftybank , #GIFTNIFTY #BINDRAALGO , #9702815428 7 JAN 2026",0,0,0,[],"['#nifty' '#nifty50' '#sharemarket' '#banknifty' '#niftybank' '#giftnifty'
 '#bindraalgo' '#9702815428']",/bindra_ashok/status/2008822711062233563,#nifty50
bindra_ashok,2026-01-07T08:46:36.000Z,"#Nifty , #Nifty50, #Sharemarket , #Banknifty , #Niftybank , #GIFTNIFTY #BINDRAALGO , #9702815428 6 JAN 2026",0,0,0,[],"['#nifty' '#nifty50' '#sharemarket' '#banknifty' '#niftybank' '#giftnifty'
 '#bindraalgo' '#9702815428']",/bindra_ashok/status/2008822568040706054,#nifty50
rahulsinhsa,2026-01-07T08:37:27.000Z,#Nifty50 Kya jhatu market h Puri duniya ATH jaari hain Aur hamare Nifty raani se green trade karna bhi nahi hoda Ye trading wading chordo nifty ji tumse nahi hoga,0,0,1,[],['#nifty50'],/rahulsinhsa/status/2008820264419938718,#nifty50
MohdShafiqAhmd,2026-01-07T08:37:25.000Z,Nifty Bank Trade #Nifty50 #NiftyBank #OptionsTrading #optionbuying,0,1,1,[],['#nifty50' '#niftybank' '#optionstrading' '#optionbuying'],/MohdShafiqAhmd/status/2008820255515431180,#nifty50
Praveen5555500,2026-01-07T08:37:06.000Z,SL on 5min closing basis as it will invalidate IFVG. #Nifty #Nifty50,1,0,0,[],['#nifty' '#nifty50'],/Praveen5555500/status/2008820175341326508,#nifty50
nikkhilbk,2026-01-07T08:34:23.000Z,Nifty 50 Live Update RES: Major Resistance SUP: No Support Bias: Negative Sellers dominant downside pressure strong no floor visible yet #Nifty50 #Intraday #PriceAction,0,0,0,[],['#nifty50' '#intraday' '#priceaction'],/nikkhilbk/status/2008819493427093560,#nifty50
Groww_Banknifty,2026-01-07T08:33:53.000Z,Tomorrow’s SENSEX Weekly Expiry may bring massive volatility. Catch Zero Hero Trades + High-potential setups before they move! Join the Telegram community now https:// t.me/growwinsight #Sensex #TradingSignals #Nifty50 #MarketUpdates #Derivatives,0,0,0,[],['#sensex' '#tradingsignals' '#nifty50' '#marketupdates' '#derivatives'],/Groww_Banknifty/status/2008819364959822191,#nifty50
BMS_MONEY,2026-01-07T08:30:30.000Z,Value of ₹1 Lakh in 3Y - Pharma Funds (31-Dec-2025) https:// bmsmoney.com/eng/mutual-fun d/top-performing-pharma-fund ... #MutualFunds #MutualFundsSahiHai #nifty50 #NiftyIT #sensex #India #pharmafund,0,0,1,[],"['#mutualfunds' '#mutualfundssahihai' '#nifty50' '#niftyit' '#sensex'
 '#india' '#pharmafund']",/BMS_MONEY/status/2008818515558683034,#nifty50
iRudraVerma,2026-01-07T08:11:27.000Z,"Nifty 50 just smashed its all-time high at 26,358.25! India's markets are on fire to start 2026 – feeling super bullish and proud! Who's celebrating with me? #Nifty50 #StockMarket #Bullrun2025 #NicolasMaduro #TresGracas #AFCON2025",0,0,2,[],"['#nifty50' '#stockmarket' '#bullrun2025' '#nicolasmaduro' '#tresgracas'
 '#afcon2025']",/iRudraVerma/status/2008813720261234956,#nifty50
polytikalindia,2026-01-07T08:06:56.000Z,Indian stock markets slip for the third consecutive session amid geopolitical tensions and renewed US tariff threats. Read more: https:// polytikal.com/indian-stock-m arkets-edge-lower-amid-geopolitical-strains-and-us-tariff-threats/ ... #IndianStockMarket #Nifty50 #Sensex #MarketUpdate #Stocks #Investing #FinanceNews #GlobalEconomy #Trading #Equities,0,0,0,[],"['#indianstockmarket' '#nifty50' '#sensex' '#marketupdate' '#stocks'
 '#investing' '#financenews' '#globaleconomy' '#trading' '#equities']",/polytikalindia/status/2008812581520372047,#nifty50
vyuyvugvyu,2026-01-07T08:03:34.000Z,Will Nifty 50 give a closing below 26000 today? #Nifty50,0,0,0,[],['#nifty50'],/vyuyvugvyu/status/2008811738020671670,#nifty50
marketsage1395,2026-01-07T08:01:27.000Z,#nifty closing above 26135???? #nifty50 #MarketSage,0,2,1,[],['#nifty' '#nifty50' '#marketsage'],/marketsage1395/status/2008811204681363476,#nifty50
pktradeinn05,2026-01-07T07:33:10.000Z,Why is US debt exploding • Excessive government spending • Wars & defense budgets • Rising interest on old debt • No political will to cut expenses Debt feeds on debt. #nifty50 #stockmarketsindia #StocksToTrade #NASDAQ,0,0,0,[],['#nifty50' '#stockmarketsindia' '#stockstotrade' '#nasdaq'],/pktradeinn05/status/2008804087362711653,#nifty50
MySoctr,2026-01-07T06:47:04.000Z,"#Nifty50 #Heavyweights For more #Updatesvisit http:// my.soctr.in/x And ""follow"" @Mysoctr #MarketTrends #StockMarkets #Nifty #BankNifty #FinNifty #NiftyMidcap",0,0,0,['@Mysoctr'],"['#nifty50' '#heavyweights' '#updatesvisit' '#markettrends'
 '#stockmarkets' '#nifty' '#banknifty' '#finnifty' '#niftymidcap']",/MySoctr/status/2008792485339042241,#nifty50
drpravin_kumar,2026-01-07T06:46:38.000Z,"As Global Uncertainty , Demand for Precious Metal & Commodities Continues . Nifty & Sensex is Likely to be Sideways till March 26. #Nifty #Nifty50 #Sensex #DowJones #silver #gold #Midcap",0,0,0,[],['#nifty' '#nifty50' '#sensex' '#dowjones' '#silver' '#gold' '#midcap'],/drpravin_kumar/status/2008792377021133164,#nifty50
satishkag,2026-01-07T06:45:38.000Z,#nifty50 going long #26600 monthly expiry Taken @68 SL 46 Tgt 280 Positional,1,0,1,['@68'],['#nifty50' '#26600'],/satishkag/status/2008792125337714754,#nifty50
ASR_Official1,2026-01-07T06:43:28.000Z,IEX surges 16% in 2 days on heavy volumes; what's driving stock price? https:// business-standard.com/markets/news/i ex-surges-16-in-2-days-on-heavy-volumes-what-s-driving-stock-price-126010700290_1.htm ... #nifty50 #vodafoneidea #stockmarketsindia #StockToWatch,0,0,0,[],['#nifty50' '#vodafoneidea' '#stockmarketsindia' '#stocktowatch'],/ASR_Official1/status/2008791577846837328,#nifty50
YTA_School,2026-01-07T06:41:52.000Z,ONLY if one comes to know when to stay in the markets and when not to stay in.. life would have been so beautiful #nifty #nifty50,1,0,2,[],['#nifty' '#nifty50'],/YTA_School/status/2008791174090514589,#nifty50
nikkhilbk,2026-01-07T06:36:51.000Z,Nifty 50 Live Update RES: Moderate Resistance SUP: Major Support Bias: Neutral Selling pressure visible momentum mixed support holding but upside capped #Nifty50 #Intraday #PriceAction,0,0,0,[],['#nifty50' '#intraday' '#priceaction'],/nikkhilbk/status/2008789914427777465,#nifty50
TraderGrumpy,2026-01-07T06:31:49.000Z,#Nifty #Nifty50 #TradingIdeas,0,0,0,[],['#nifty' '#nifty50' '#tradingideas'],/TraderGrumpy/status/2008788646317748648,#nifty50
chriswealthman1,2026-01-07T06:30:43.000Z,"Markets pare losses Sensex rebounds ~350 pts from day’s low; Nifty holds near 26,150. Softer crude, value buying and firm global cues support the recovery after recent declines. #Sensex #Nifty50 #Markets",0,0,0,[],['#sensex' '#nifty50' '#markets'],/chriswealthman1/status/2008788368768069637,#nifty50
MadhurRaut1,2026-01-07T06:14:48.000Z,#nifty50 Till price doesn't cross above the TOI avoid long,0,0,0,[],['#nifty50'],/MadhurRaut1/status/2008784364327629283,#nifty50
researchrks,2026-01-07T06:13:43.000Z,Key of the #Optionstrading i.e. Live Data tracking My decision making tree !! #nifty #nifty50 #niftyOptions,0,0,0,[],['#optionstrading' '#nifty' '#nifty50' '#niftyoptions'],/researchrks/status/2008784091244843436,#nifty50
DMIJ_Trades,2026-01-07T06:13:08.000Z,Booked profit Hey Here is my verified P&L on Dhan https:// get.dhan.co/IMBVR55428/po/ ?data=Hsus65AI7QtpNE939UXNLNWtmum0mTXie9Z7FjtyX8&stamp=42117 ... #nifty50 #OptionsTrading #optionsbuying #Telugu #RiskManagement,0,0,0,[],['#nifty50' '#optionstrading' '#optionsbuying' '#telugu' '#riskmanagement'],/DMIJ_Trades/status/2008783945815781386,#nifty50
AmirRifS,2026-01-07T06:08:30.000Z,#Nifty50 above 26205 Super Bullish & below 26100 bearish.,0,0,0,[],['#nifty50'],/AmirRifS/status/2008782776976503123,#nifty50
MySoctr,2026-01-07T06:07:46.000Z,"#TopLosers #Nifty50 Check #trending #chartpatterns and #Updates on http:// my.soctr.in/x and ""follow",0,0,0,[],['#toplosers' '#nifty50' '#trending' '#chartpatterns' '#updates'],/MySoctr/status/2008782592905245181,#nifty50
PinKeyAdvisory,2026-01-07T06:06:21.000Z,SOLAR INDUSTRIES has given trendline breakout 10-15% move possible for upside. (Not a recommendation) #solarinds #Nifty50 #StocksInFocus #StocksToTrade #BREAKOUTSTOCKS,0,0,2,[],"['#solarinds' '#nifty50' '#stocksinfocus' '#stockstotrade'
 '#breakoutstocks']",/PinKeyAdvisory/status/2008782236804608385,#nifty50
AmirRifS,2026-01-07T05:57:58.000Z,Only Call side today #Nifty50,0,0,0,[],['#nifty50'],/AmirRifS/status/2008780126759322045,#nifty50
imSagarAchari,2026-01-07T05:55:28.000Z,Buy Nifty 26100CE at 141 SL 132 #Nifty50 #niftyOptions #sensex #optionsTrading #optionbuying #StockMarketIndia #banknifty #RiskManagement #Optionselling #banknifty,0,1,2,[],"['#nifty50' '#niftyoptions' '#sensex' '#optionstrading' '#optionbuying'
 '#stockmarketindia' '#banknifty' '#riskmanagement' '#optionselling'
 '#banknifty']",/imSagarAchari/status/2008779497215324551,#nifty50
_kaushikbhatt_,2026-01-07T05:54:50.000Z,Tata Tech cmp 667 Buy level 660-667 Target 700-740-790 SL 650 #Tatatech #Nifty50 #Tatamotors #tatasteel #StocksToWatch #StockslnFocus,0,0,0,[],"['#tatatech' '#nifty50' '#tatamotors' '#tatasteel' '#stockstowatch'
 '#stockslnfocus']",/_kaushikbhatt_/status/2008779338930610562,#nifty50
MySoctr,2026-01-07T05:54:14.000Z,"#TopGainers #Nifty50 Check #trending #chartpatterns and #Updates on http:// my.soctr.in/x and ""follow",0,0,0,[],['#topgainers' '#nifty50' '#trending' '#chartpatterns' '#updates'],/MySoctr/status/2008779189286301758,#nifty50
Pro_FinTech,2026-01-07T05:49:02.000Z,#Nifty50 A very short move up is likely to play now,0,1,0,[],['#nifty50'],/Pro_FinTech/status/2008777878453047790,#nifty50
ABHIJIT_YADAV_,2026-01-07T05:47:21.000Z,#INTRADAY #intradaytrading #NIFTY50 #SENSEX INTRADAY TIMING CHECK PROFILE FOR PAST ACCURCY,0,0,2,[],['#intraday' '#intradaytrading' '#nifty50' '#sensex'],/ABHIJIT_YADAV_/status/2008777456703205867,#nifty50
shaan1326,2026-01-07T05:45:44.000Z,Markets are going absolutely no where - Brutal day for short strange - getting chopped on both the sides since morning Nifty and sensex 1DTE has been killer this week #nifty50 #OptionsTrading,0,0,2,[],['#nifty50' '#optionstrading'],/shaan1326/status/2008777047297192137,#nifty50
ABHIJIT_YADAV_,2026-01-07T05:45:15.000Z,"#NIFTY50 #SENSEX #INTRADAY Tomorrow on Nifty swing low/high will be made ! Be ready follow,rt, like for more stuffs",0,0,2,[],['#nifty50' '#sensex' '#intraday'],/ABHIJIT_YADAV_/status/2008776925758775609,#nifty50
nextipoindia,2026-01-07T05:45:00.000Z,"Jefferies Raises Reliance Industries Target After Setback, Eyes Future Growth from Jio IPO and Tariff Hikes https:// nextipoindia.com/jefferies-rais es-ril-target-jio-ipo-tariff-hikes ... #IndianStockMarket #Nifty50 #Sensex #BSE #NSE #InvestIndia #ShareMarket #EquityMarket #News",0,0,0,[],"['#indianstockmarket' '#nifty50' '#sensex' '#bse' '#nse' '#investindia'
 '#sharemarket' '#equitymarket' '#news']",/nextipoindia/status/2008776866795020618,#nifty50
HimalayDhurve,2026-01-07T05:35:22.000Z,DAY 08 07 JANUARY 2026 SL HIT Done for the day #Nifty #Nifty50 #niftyOptions,0,0,1,[],['#nifty' '#nifty50' '#niftyoptions'],/HimalayDhurve/status/2008774440679862545,#nifty50
SiddhiVibes,2026-01-07T05:34:04.000Z,Today time time to trade is 11.45 12.50 movement will start Todays levels #nifty50,1,1,7,[],['#nifty50'],/SiddhiVibes/status/2008774112869839043,#nifty50
nikkhilbk,2026-01-07T05:33:42.000Z,Nifty 50 Live Update RES: Minor Resistance SUP: Major Support Bias: Neutral Support strong buyers active dips bought but resistance still capping upside #Nifty50 #Intraday #PriceAction,0,0,0,[],['#nifty50' '#intraday' '#priceaction'],/nikkhilbk/status/2008774021106856434,#nifty50
AmirRifS,2026-01-07T05:33:17.000Z,#nifty50 26400 CE 13 Jan Expiry above 39 for 15 mins target 52++++,0,0,0,[],['#nifty50'],/AmirRifS/status/2008773915024494870,#nifty50
BMS_MONEY,2026-01-07T05:30:00.000Z,Value of ₹1 Lakh in 3Y - Consumption Funds (31-Dec-2025) https:// bmsmoney.com/eng/mutual-fun d/top-performing-consumption-fund ... #MutualFunds #MutualFundsSahiHai #nifty50 #NiftyIT #sensex #India #consumptionfund,0,0,0,[],"['#mutualfunds' '#mutualfundssahihai' '#nifty50' '#niftyit' '#sensex'
 '#india' '#consumptionfund']",/BMS_MONEY/status/2008773088742437365,#nifty50
KamalAshut24308,2026-01-07T05:29:51.000Z,Now 26100 is acting as support #nifty50 #sensex #Herozero,0,0,0,[],['#nifty50' '#sensex' '#herozero'],/KamalAshut24308/status/2008773051387900019,#nifty50
indiablooms,2026-01-07T05:27:20.000Z,"Markets open weak! Sensex slips over 100 points, Nifty falls below 26,150 | Indiablooms - First Portal on Digital News Management https:// indiablooms.com/finance/market s-open-weak-sensex-slips-over-100-points-nifty-falls-below-26150/details ... #Sensex #Nifty50 #StockMarketToday #DalalStreet #IndianMarkets #MarketOpening #BSE #NSE #EquityMarkets",0,0,0,[],"['#sensex' '#nifty50' '#stockmarkettoday' '#dalalstreet' '#indianmarkets'
 '#marketopening' '#bse' '#nse' '#equitymarkets']",/indiablooms/status/2008772417762848796,#nifty50
ArpitAgar_Aurum,2026-01-07T05:20:58.000Z,"#NIFTY50 Stuck in a narrow 26100–26200 range short-term. Close above 26200 → Bulls dominate, quick jump to 26400+ Break below 26100 → Bears take over, fast drop to 25800-26000 Buy options accordingly – I am loading CALLS Who is with me? #trading #OptionsTrading #Nifty",0,0,1,[],['#nifty50' '#trading' '#optionstrading' '#nifty'],/ArpitAgar_Aurum/status/2008770816562131416,#nifty50
MohdShafiqAhmd,2026-01-07T05:20:10.000Z,Aaj ka Market #Nifty50 #NiftyBank #optionbuying #OptionsTrading,0,1,1,[],['#nifty50' '#niftybank' '#optionbuying' '#optionstrading'],/MohdShafiqAhmd/status/2008770617382985886,#nifty50
TradeXGuru_,2026-01-07T05:17:57.000Z,NIFTY 50 | JAN 7 — HISTORICAL PATTERN Interesting setup today That’s 3 green closes in the last 4 trading sessions on this date. History doesn’t predict. But it DOES shape psychology. What’s your bias today? / / #Nifty50,2,0,0,[],['#nifty50'],/TradeXGuru_/status/2008770056810070283,#nifty50
nextipoindia,2026-01-07T05:15:00.000Z,Live Daily IPO Grey Market Premium (GMP) – 07 Jan 2026 https:// nextipoindia.com/live-daily-ipo -gmp-07-jan-2026 ... #IndianStockMarket #Nifty50 #Sensex #BSE #NSE #InvestIndia #ShareMarket #EquityMarket #News,0,0,0,[],"['#indianstockmarket' '#nifty50' '#sensex' '#bse' '#nse' '#investindia'
 '#sharemarket' '#equitymarket' '#news']",/nextipoindia/status/2008769317051977824,#nifty50
Goldkk4,2026-01-07T05:02:42.000Z,#Nifty50 CMP 26134 Today or tomorrow comes #Nifty 26401 Whtsapp 9173426857 #stockmarketcrash #niftycrash #Stockmarket,1,1,0,[],['#nifty50' '#nifty' '#stockmarketcrash' '#niftycrash' '#stockmarket'],/Goldkk4/status/2008766219449729453,#nifty50
NiFTY_Trend_19,2026-01-07T05:01:53.000Z,#niftycrash #niftyOptions #nifty50,0,0,0,[],['#niftycrash' '#niftyoptions' '#nifty50'],/NiFTY_Trend_19/status/2008766016172814562,#nifty50
WealthMentors01,2026-01-07T05:00:40.000Z,Buy Thangamayl Cmp: 3720 TGT: 3750- 3780- 3820 SL: 3685 Cash Today Circuit Possible #Thangamayl #Nifty #Nifty50 #niftyOptions #NIFTYMETAL #nifty_ind_defence,0,0,0,[],"['#thangamayl' '#nifty' '#nifty50' '#niftyoptions' '#niftymetal'
 '#nifty_ind_defence']",/WealthMentors01/status/2008765707170062765,#nifty50
Arun519428,2026-01-07T04:56:51.000Z,Watch out for TataTech and KALYANKJIL stock this month. #Nifty50 #Banknifty #tata,0,0,0,[],['#nifty50' '#banknifty' '#tata'],/Arun519428/status/2008764745944604857,#nifty50
ChartingG,2026-01-07T04:55:01.000Z,#Nifty50 premium is Scam !!,0,0,6,[],['#nifty50'],/ChartingG/status/2008764285879808240,#nifty50
UjjwalPrat11602,2026-01-07T04:53:11.000Z,Made this position as of today in Nifty #Nifty50 #niftyOptions #StockMarketUpdate #virals #Trending,0,0,0,[],['#nifty50' '#niftyoptions' '#stockmarketupdate' '#virals' '#trending'],/UjjwalPrat11602/status/2008763823050944892,#nifty50
InformistMedia,2026-01-07T04:52:24.000Z,"#Nuvama Institutional Equities sees #Nifty50 net profit growth at just 1% YoY in Q3, down from 5% earlier, with revenue growth slowing to 5% from 8%. More Details Here: https:// informistmedia.com/EquityWire/421 43/Earnings-View-Nuvama-sees-Nifty-50-cos-PAT-to-grow-1-37-YoY-in-Oct-Dec-revenue-up-5-37-on-yr ...",0,0,1,[],['#nuvama' '#nifty50'],/InformistMedia/status/2008763628909162965,#nifty50
FIINKNOWLEDGE,2026-01-07T04:51:26.000Z,#Nifty #Nifty50 #TradingPsychology #PriceAction #StockMarketIndia #TraderMindset #PatiencePays #NoOvertrading #SmartMoney #MarketWisdom,0,0,0,[],"['#nifty' '#nifty50' '#tradingpsychology' '#priceaction'
 '#stockmarketindia' '#tradermindset' '#patiencepays' '#noovertrading'
 '#smartmoney' '#marketwisdom']",/FIINKNOWLEDGE/status/2008763384947503441,#nifty50
vyuyvugvyu,2026-01-07T04:48:46.000Z,Pharma and IT is saving Nifty 50 today #Nifty50,0,0,1,[],['#nifty50'],/vyuyvugvyu/status/2008762712164290562,#nifty50
OptiontraderDK,2026-01-07T04:48:27.000Z,Herozero Trade Alert Sensex 85400 ce at 65 no sl tgt 130/170/210+ Note - not any advice or not any recommendation. Stay tuned And Do follow For more trades #Nifty50 #nifty #stockmarketcrash #niftycrash #StockMarket #nifty #banknifty #sensex #herozero,0,0,11,[],"['#nifty50' '#nifty' '#stockmarketcrash' '#niftycrash' '#stockmarket'
 '#nifty' '#banknifty' '#sensex' '#herozero']",/OptiontraderDK/status/2008762632900382850,#nifty50
DNHindi,2026-01-07T04:47:14.000Z,"Share Market: मार्केट का मूड बिगड़ा, सेंसेक्स 200 अंक टूटा; निफ्टी 26,117 के नीचे फिसला #ShareMarketToday #Sensex #Nifty50 #StockMarketNews",0,0,0,[],['#sharemarkettoday' '#sensex' '#nifty50' '#stockmarketnews'],/DNHindi/status/2008762328351940666,#nifty50
Maverick_Nik,2026-01-07T04:46:45.000Z,#StockMarket #IndianStockMarket #NIFTY50 #SENSEX #NSEIndia #BSEIndia #MarketUpdates #TradingIndia #IntradayTrading #OptionsTrading #FuturesTrading #BankNifty #FinNifty #EquityMarket #StockTrading #TechnicalAnalysis #MarketOutlook #BullishBearish #InvestingIndia #ShareMarket,0,0,0,[],"['#stockmarket' '#indianstockmarket' '#nifty50' '#sensex' '#nseindia'
 '#bseindia' '#marketupdates' '#tradingindia' '#intradaytrading'
 '#optionstrading' '#futurestrading' '#banknifty' '#finnifty'
 '#equitymarket' '#stocktrading' '#technicalanalysis' '#marketoutlook'
 '#bullishbearish' '#investingindia' '#sharemarket']",/Maverick_Nik/status/2008762205098176845,#nifty50
hiwistler,2026-01-07T04:46:27.000Z,"Trent and RIL are good example to consider taking profit, or a partial profit. Due diligence is essential, and know when to book profit. Done PUTS on Infosys stock ADR, at $15, 17, 18 and 19. Dates - Jan 16th, 2026 to April 2026 US monthly option expiry dates. #Nifty50",0,0,0,[],['#nifty50'],/hiwistler/status/2008762128803491849,#nifty50
AashishpAtyaL,2026-01-07T04:45:43.000Z,why is the divergence?who is managing the indices? #Nifty50 #banknifty #stockmarketsindia #stockmarket,0,0,1,[],['#nifty50' '#banknifty' '#stockmarketsindia' '#stockmarket'],/AashishpAtyaL/status/2008761945755996321,#nifty50
vyuyvugvyu,2026-01-07T04:45:38.000Z,Will Nifty 50 give a closing below 26000 today? #Nifty50,0,0,0,[],['#nifty50'],/vyuyvugvyu/status/2008761923131896050,#nifty50
kakabr41,2026-01-07T04:37:04.000Z,#Nifty50 Tg new High,0,0,0,[],['#nifty50'],/kakabr41/status/2008759767641321640,#nifty50
Technicalanlay1,2026-01-07T04:36:42.000Z,"Today trade, took a sell and closed position Not a financial advice #scalping #nifty50 #nifty #stockmarketsindia #sharemarket #sharemarketindia #KalyanKJIL #KalyanJewellers #Intradaytrading #stocks #chart #chartpatterns #trading",0,0,0,[],"['#scalping' '#nifty50' '#nifty' '#stockmarketsindia' '#sharemarket'
 '#sharemarketindia' '#kalyankjil' '#kalyanjewellers' '#intradaytrading'
 '#stocks' '#chart' '#chartpatterns' '#trading']",/Technicalanlay1/status/2008759675517538590,#nifty50
kakabr41,2026-01-07T04:35:51.000Z,#Nifty50 buy Sl 26100,0,0,0,[],['#nifty50'],/kakabr41/status/2008759464342810717,#nifty50
NiFTY_Trend_19,2026-01-07T04:34:32.000Z,#Nifty #Nifty50 #niftycrash #niftyOptions,0,0,0,[],['#nifty' '#nifty50' '#niftycrash' '#niftyoptions'],/NiFTY_Trend_19/status/2008759133340877189,#nifty50
carahuljain93,2026-01-07T04:33:25.000Z,"#Kalyanjewellers 521 Breaking out, keep on radar. #Nifty #Nifty50 #niftycrash #niftyOptions #NIFTYMETAL #niftypharma #nifty_ind_defence #BreakoutSoon #Breakout #stocks #StocksToWatch #StockslnFocus #TradingSignals #TradingStrategy #RelianceIndustries",0,1,1,[],"['#kalyanjewellers' '#nifty' '#nifty50' '#niftycrash' '#niftyoptions'
 '#niftymetal' '#niftypharma' '#nifty_ind_defence' '#breakoutsoon'
 '#breakout' '#stocks' '#stockstowatch' '#stockslnfocus' '#tradingsignals'
 '#tradingstrategy' '#relianceindustries']",/carahuljain93/status/2008758848715469075,#nifty50
nikkhilbk,2026-01-07T04:33:05.000Z,Nifty 50 Live Update RES: Moderate Resistance SUP: Major Support Bias: Neutral Buyers and sellers evenly matched volatility rising wait for clear direction #Nifty50 #Intraday #PriceAction,0,0,0,[],['#nifty50' '#intraday' '#priceaction'],/nikkhilbk/status/2008758766238658630,#nifty50
saa_finserv,2026-01-07T04:29:08.000Z,"Nifty 50 heatmap — winners vs laggards in one view. Green = winners (e.g. Shriram, Aditya Birla, Eicher). Red = laggards (e.g. Trent, APL Apollo, TCS). Use it for idea-generation, not as investment advice. #Nifty50 #Stocks #Heatmap #Investing #MarketSnapshot #SAAFinancialServices",0,0,0,[],"['#nifty50' '#stocks' '#heatmap' '#investing' '#marketsnapshot'
 '#saafinancialservices']",/saa_finserv/status/2008757772150772134,#nifty50
sethuzero7,2026-01-07T04:28:09.000Z,All of my views are free. If you don't want to miss do follow for get timely updates. I'm posting high quality views only. My key is Patience + Conviction = Success Join with me to do wealth creation #Nifty #Nifty50 #Stockoption #OptionsTrading #banknifty #stocks,0,0,0,[],"['#nifty' '#nifty50' '#stockoption' '#optionstrading' '#banknifty'
 '#stocks']",/sethuzero7/status/2008757524896641505,#nifty50
i2gain,2026-01-07T04:26:31.000Z,"#Nifty will have to exceed 26120 and 26180 for stability, breaching yday's low is sign of continuation of weakness only. #Nifty50 #NiftyOptions #Sensex",0,0,0,[],['#nifty' '#nifty50' '#niftyoptions' '#sensex'],/i2gain/status/2008757114114896271,#nifty50
SoundSoundar,2026-01-07T04:24:27.000Z,https:// cnbctv18.com/market/senco-g old-share-price-surge-strong-q3-update-fy26-guidance-store-count-topline-margins-19815773.htm .... #Nifty50,0,0,0,[],['#nifty50'],/SoundSoundar/status/2008756595057213518,#nifty50
i_stockraman,2026-01-07T04:22:44.000Z,#Nifty50 #stockmarketnews #USA #Indian #Venezuela #trump #banknifty #midcap,0,0,0,[],"['#nifty50' '#stockmarketnews' '#usa' '#indian' '#venezuela' '#trump'
 '#banknifty' '#midcap']",/i_stockraman/status/2008756160661467205,#nifty50
BHUPIND34528769,2026-01-07T04:22:06.000Z,"Market facing rejections after every swing , following the same trend . #Nifty50 #sensex #OptionsTrading #Optionselling",0,0,0,[],['#nifty50' '#sensex' '#optionstrading' '#optionselling'],/BHUPIND34528769/status/2008756003853267344,#nifty50
